Target, Output
40.10000, 37.25932
40.10000, 36.09309
40.10000, 36.06100
40.10000, 35.11405
40.10000, 36.21503
40.10000, 36.38008
40.10000, 34.30678
52.50000, 54.60342
52.50000, 54.62058
52.50000, 53.76982
44.00000, 44.17669
44.00000, 44.38389
44.00000, 44.19321
44.00000, 44.71769
44.00000, 45.34701
44.00000, 42.95729
44.00000, 44.03020
44.00000, 44.40488
44.00000, 45.38128
44.00000, 44.19112
44.00000, 45.15415
44.00000, 44.00161
44.00000, 43.35943
44.00000, 45.22171
34.20000, 34.65511
34.20000, 34.61431
34.20000, 35.96881
34.20000, 36.43719
34.20000, 36.11933
34.20000, 35.39220
34.20000, 35.54896
34.20000, 36.16190
34.20000, 36.68854
34.20000, 36.58663
34.20000, 36.23718
34.20000, 35.56345
34.20000, 35.63186
34.20000, 35.71176
34.20000, 36.24254
34.20000, 35.47299
34.20000, 36.51347
34.20000, 35.72658
34.20000, 35.86377
34.20000, 35.66866
34.20000, 36.25339
34.20000, 34.88544
34.20000, 35.81185
34.20000, 35.67739
34.20000, 35.18822
34.20000, 35.15026
34.20000, 35.83431
34.20000, 35.75741
34.20000, 34.69106
34.20000, 35.48588
34.20000, 36.21928
34.20000, 36.21648
34.20000, 35.29298
34.20000, 35.34955
34.20000, 36.02563
34.20000, 35.93843
34.20000, 34.94284
34.20000, 35.74024
34.20000, 35.97953
34.20000, 35.53283
55.80000, 56.19342
55.80000, 55.50553
55.80000, 56.40413
55.80000, 56.19776
55.80000, 57.39127
55.80000, 54.94527
55.80000, 55.56034
55.80000, 56.16195
55.80000, 56.31206
55.80000, 55.92418
55.80000, 55.83499
53.90000, 49.32185
53.90000, 49.84747
53.90000, 49.57153
53.90000, 50.45278
53.90000, 50.50315
53.90000, 49.67181
53.90000, 51.42143
53.90000, 50.51432
53.90000, 50.62803
53.90000, 51.09473
53.90000, 52.17339
53.90000, 50.31679
53.90000, 50.63923
53.90000, 51.89321
53.90000, 50.99659
53.90000, 50.44931
53.90000, 50.43539
53.90000, 51.34754
53.90000, 50.06749
53.90000, 51.13415
53.90000, 50.92069
53.90000, 51.25935
53.90000, 50.75864
53.90000, 49.98536
53.90000, 49.98458
57.50000, 51.54160
57.50000, 52.08636
57.50000, 51.45835
57.50000, 50.63573
57.50000, 51.42295
57.50000, 52.51180
57.50000, 49.92374
57.50000, 49.96220
57.50000, 49.40078
57.50000, 49.78617
57.50000, 50.70143
57.50000, 49.56549
57.50000, 51.09625
57.50000, 50.65571
57.50000, 49.44787
57.50000, 51.72794
57.50000, 51.33315
57.50000, 51.56421
57.50000, 51.11205
57.50000, 51.85239
57.50000, 51.12201
57.50000, 51.91345
57.50000, 52.37498
57.50000, 51.33093
57.50000, 50.71329
57.50000, 51.10108
57.50000, 51.59281
57.50000, 50.31060
63.70000, 72.36325
63.70000, 71.85643
63.70000, 71.61936
63.70000, 71.37289
63.70000, 72.91399
72.60000, 73.05288
72.60000, 73.29348
72.60000, 73.36857
72.60000, 72.75445
72.60000, 73.31778
72.60000, 72.79288
72.60000, 74.29282
72.60000, 73.30533
72.60000, 72.21241
72.60000, 72.21206
72.60000, 72.96400
72.60000, 72.70872
72.60000, 72.21088
72.60000, 70.98648
72.60000, 71.86572
72.60000, 71.80541
72.60000, 72.31625
72.60000, 72.10971
72.60000, 72.65167
72.60000, 71.54282
72.60000, 71.82906
72.60000, 72.03973
72.60000, 71.74157
72.60000, 72.23621
72.60000, 71.19989
72.60000, 71.57381
72.60000, 71.97849
