Target,Output
53.90000,53.37183
53.90000,53.43142
53.90000,53.33329
53.90000,53.36131
53.90000,53.24782
53.90000,53.36739
53.90000,53.31217
53.90000,53.25278
53.90000,53.36033
53.90000,53.34600
53.90000,53.27826
53.90000,53.27204
53.90000,53.31589
53.90000,53.19522
53.90000,53.21894
53.90000,53.26326
53.90000,53.39536
53.90000,53.31718
53.90000,53.33229
57.50000,57.09745
57.50000,56.53925
57.50000,56.56896
57.50000,57.15607
57.50000,56.79317
57.50000,56.42123
57.50000,57.66908
57.50000,57.56206
57.50000,57.86725
57.50000,57.83656
57.50000,57.11111
57.50000,57.94125
57.50000,57.13837
57.50000,57.50027
57.50000,58.05622
57.50000,56.92185
57.50000,57.39720
57.50000,56.79988
57.50000,57.02799
57.50000,56.69506
57.50000,56.75147
57.50000,55.62786
57.50000,55.91616
57.50000,56.78984
57.50000,57.10909
57.50000,56.94125
57.50000,56.52707
57.50000,57.22290
63.70000,63.64243
63.70000,63.53207
63.70000,63.51008
63.70000,63.54331
63.70000,63.85898
72.60000,72.45713
72.60000,72.41129
72.60000,72.45195
72.60000,72.51670
72.60000,72.38590
72.60000,72.51954
72.60000,72.09943
72.60000,72.41184
72.60000,72.66851
72.60000,72.66248
72.60000,72.46459
72.60000,72.55520
72.60000,72.69946
72.60000,72.95145
72.60000,72.73376
72.60000,72.72744
72.60000,72.60090
72.60000,72.65971
72.60000,72.53837
72.60000,72.79379
72.60000,72.76484
72.60000,72.67537
72.60000,72.73753
72.60000,72.73838
72.60000,72.89068
72.60000,72.82594
72.60000,72.68291
61.40000,61.36405
61.40000,61.48869
61.40000,61.16287
61.40000,61.22730
61.40000,61.39755
61.40000,61.51666
61.40000,61.09283
61.40000,61.39368
61.40000,61.21473
61.40000,61.03229
61.40000,61.26494
61.40000,61.12072
61.40000,61.22210
