Target,Output
48.30000,50.51028
48.30000,53.99914
48.30000,50.43420
48.30000,51.08082
48.30000,51.11330
48.30000,50.67414
48.30000,52.27932
48.30000,53.75401
48.30000,52.73147
48.30000,52.70422
48.30000,51.31458
48.30000,51.85963
48.30000,52.90542
41.90000,40.45738
40.10000,40.53886
40.10000,38.55343
40.10000,40.19481
40.10000,39.09694
40.10000,38.68591
40.10000,40.04942
40.10000,39.40530
40.10000,38.65959
40.10000,39.36819
40.10000,40.63069
40.10000,40.06357
40.10000,38.71397
40.10000,38.68896
40.10000,39.45206
40.10000,39.96491
40.10000,38.81660
40.10000,38.08210
40.10000,38.90871
40.10000,39.32033
40.10000,40.40168
40.10000,39.51115
40.10000,39.05503
40.10000,39.51463
40.10000,39.91646
40.10000,40.60682
40.10000,39.29535
40.10000,39.54025
40.10000,40.22127
40.10000,40.19107
40.10000,40.11803
40.10000,39.70719
40.10000,39.72798
40.10000,39.79783
40.10000,40.13650
40.10000,39.43017
40.10000,40.09317
40.10000,38.65428
40.10000,38.61202
40.10000,37.44468
40.10000,38.81815
40.10000,39.01171
40.10000,36.46392
52.50000,54.80484
52.50000,54.82942
52.50000,53.79439
44.00000,44.95485
44.00000,45.26154
44.00000,45.07256
44.00000,45.14955
44.00000,46.03270
44.00000,45.03382
44.00000,45.37461
44.00000,45.11657
44.00000,45.99934
44.00000,45.68585
44.00000,46.05894
44.00000,45.15833
44.00000,44.94982
44.00000,45.88291
34.20000,31.56850
34.20000,31.77902
34.20000,34.35439
34.20000,35.53108
34.20000,35.15643
34.20000,34.82639
34.20000,34.85626
34.20000,35.40791
34.20000,35.91280
34.20000,35.50861
34.20000,35.44454
34.20000,34.83696
34.20000,35.04511
34.20000,35.16757
34.20000,35.51902
34.20000,35.41724
34.20000,35.71837
34.20000,34.91752
34.20000,35.16957
34.20000,35.15816
34.20000,35.16362
34.20000,34.33893
34.20000,34.99587
34.20000,34.38529
34.20000,34.09770
34.20000,33.99851
34.20000,34.41498
34.20000,33.51659
34.20000,33.26024
34.20000,34.81675
34.20000,34.97369
34.20000,34.87314
34.20000,34.80022
34.20000,34.18292
34.20000,34.43738
34.20000,34.46804
34.20000,34.15244
34.20000,34.69501
34.20000,34.03877
34.20000,33.32185
55.80000,55.94538
55.80000,55.25853
55.80000,56.09703
55.80000,55.93679
55.80000,55.64373
55.80000,55.35123
55.80000,55.21546
55.80000,54.78518
55.80000,54.32444
55.80000,55.22600
55.80000,55.14574
53.90000,51.78660
53.90000,52.29642
53.90000,51.66252
53.90000,52.61904
53.90000,52.36149
53.90000,50.84566
53.90000,53.42057
53.90000,51.77906
53.90000,51.96948
53.90000,52.91858
53.90000,54.73485
53.90000,51.55103
53.90000,51.93305
53.90000,54.04203
53.90000,52.87291
53.90000,51.92022
53.90000,51.43769
53.90000,53.18254
53.90000,50.96439
53.90000,52.64237
53.90000,52.25596
53.90000,52.83198
53.90000,52.51545
53.90000,50.93074
53.90000,50.96268
57.50000,53.19099
57.50000,53.10205
57.50000,55.31118
57.50000,55.10947
57.50000,54.18350
57.50000,53.28769
57.50000,55.73634
57.50000,56.51516
57.50000,57.26057
57.50000,56.24244
57.50000,55.48855
57.50000,57.07219
57.50000,56.10358
57.50000,53.47224
57.50000,56.02219
57.50000,53.11985
57.50000,53.88024
57.50000,53.27413
57.50000,55.18568
57.50000,54.16625
57.50000,55.17846
57.50000,60.88089
57.50000,56.14214
57.50000,54.03472
57.50000,55.52482
57.50000,54.20577
57.50000,54.42287
57.50000,55.73048
63.70000,69.03073
63.70000,68.67705
63.70000,68.17139
63.70000,67.81040
63.70000,70.11801
72.60000,74.02095
72.60000,74.35846
72.60000,74.47663
72.60000,73.67628
72.60000,74.32763
72.60000,73.70455
72.60000,75.52662
72.60000,74.36781
72.60000,73.08644
72.60000,73.07816
72.60000,73.97871
72.60000,73.70796
72.60000,73.12927
72.60000,71.80565
72.60000,72.72851
72.60000,72.67707
72.60000,73.27681
72.60000,73.00501
72.60000,73.64323
72.60000,72.38261
72.60000,72.73647
72.60000,72.97080
72.60000,72.63790
72.60000,73.19610
72.60000,72.05431
72.60000,72.43952
72.60000,72.92901
61.40000,54.21498
61.40000,54.87139
61.40000,55.47361
61.40000,54.58793
61.40000,54.01143
61.40000,53.47383
61.40000,53.50298
61.40000,53.00371
61.40000,54.42697
61.40000,53.48400
61.40000,52.55665
61.40000,52.12026
61.40000,51.51988
